Code,Notes,Course,Dur,Start Date, End Date, Type,Sec,Days,Time,Loc.,Inst.,Dept,CourseCode,
3672105,"ES,LI",OBHR 3P97 ,D3,2017/Jan/09,2017/Apr/07,LEC,5,MR,1530-1700,TA403,"Jahanzeb,Sadia",OBHR, 3P97, 
5955101,"FH,KK,LK",OBHR 3P98 ,D3,2017/Jan/09,2017/Apr/07,LEC ,1,F ,1230-1400,WH8G,"McPhee,Deborah M",OBHR, 3P98, 
0,"FH,KK,LK",OBHR 3P98 ,D3,2017/Jan/09,2017/Apr/07,LEC2,1,W ,1400-1530,WH8G,"McPhee,Deborah M",OBHR, 3P98, 
3674101,"FH,KQ,LI",OBHR 3P99 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,MR,1530-1700,PL409,"De Clercq, Dirk",OBHR, 3P99, 
3676101,"DB,a",OBHR 4F90 ,D1,2016/Sep/07,2017/Apr/07,PRO ,1,,Project Course,TBS,See Dept,OBHR, 4F90, 
3677101,"FH,KK,LI",OBHR 4P65 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,M ,1900-2200,TA309,"Whitehead, David",OBHR, 4P65, 
3678101,"FH,KK,LI",OBHR 4P66 ,D2,2016/Sep/07,2016/Dec/06,LEC,1, R,1900-2200,TA309,"Jahanzeb,Sadia",OBHR, 4P66, 
3679101,"FH,KK,LI",OBHR 4P67 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,M ,800 -930 ,TA307,"Julien, Mark",OBHR, 4P67, 
0,"FH,KK,LI",OBHR 4P67 ,D2,2016/Sep/07,2016/Dec/06,LEC2,1, R,1100-1230,TA307,"Julien, Mark",OBHR, 4P67, 
3680101,"FH,KK,LI",OBHR 4P69 ,D3,2017/Jan/09,2017/Apr/07,LEC,1, R,1900-2200,TA309,Tba,OBHR, 4P69, 
3681101,"FH,KK,LG",OBHR 4P72 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,W ,1900-2200,TA309,Tba,OBHR, 4P72, 
3682101,"DB,a",OBHR 4P91 ,D2,2016/Sep/07,2016/Dec/06,PRO ,1,,Project Course,TBS,See Dept,OBHR, 4P91, 
3683101,"DB,a",OBHR 4P91 ,D3,2017/Jan/09,2017/Apr/07,PRO ,1,,Project Course,TBS,See Dept,OBHR, 4P91, 
3684101,"FH,KK,LG",OBHR 4P93 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,M ,1900-2200,TA405,"Siraj,Rakhshinda",OBHR, 4P93, 
3685101,"FH,KK,LI",OBHR 4P94 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,M W ,1230-1400,TA405,"Bouckenooghe,D",OBHR, 4P94, 
3687101,"FH,KK,LC",OBHR 4P96 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,M ,800 -930 ,TA309,"Julien, Mark",OBHR, 4P96, 
0,"FH,KK,LC",OBHR 4P96 ,D3,2017/Jan/09,2017/Apr/07,LEC2,1, R,1100-1230,TA309,"Julien, Mark",OBHR, 4P96, 
3688101,DP,OEVI 0N01 ,D2,2016/Sep/07,2016/Dec/06,LEC,1, T,1900-2200,MCH313,"Waters,Christopher",OEVI, 0N01, 
3689101,DP,OEVI 0N02 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,M ,1900-2200,MCH313,"Waters,Christopher",OEVI, 0N02, 
3690101,DP,OEVI 0N03 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,W ,1900-2200,MCH313,"Waters,Christopher",OEVI, 0N03, 
3691101,DP,OEVI 0N04 ,D3,2017/Jan/09,2017/Apr/07,LEC,1, R,1900-2200,MCH313,"Waters,Christopher",OEVI, 0N04, 
3692101,DP,OEVI 0N06 ,D2,2016/Sep/07,2016/Dec/06,LEC,1, R,1900-2200,MCH313,"Waters,Christopher",OEVI, 0N06, 
3693101,DP,OEVI 0N07 ,D3,2017/Jan/09,2017/Apr/07,LEC,1, T,1900-2200,MCH313,"Waters,Christopher",OEVI, 0N07, 
3694101,OP,OEVI 0N31 ,D2,2016/Sep/07,2016/Dec/06,PRO ,1,,Project Course,TBS,See Dept,OEVI, 0N31, 
3695101,OP,OEVI 0N31 ,D3,2017/Jan/09,2017/Apr/07,PRO ,1,,Project Course,TBS,See Dept,OEVI, 0N31, 
3696101,OP,OEVI 0N32 ,D2,2016/Sep/07,2016/Dec/06,PRO ,1,,Project Course,TBS,See Dept,OEVI, 0N32, 
3697101,OP,OEVI 0N32 ,D3,2017/Jan/09,2017/Apr/07,PRO ,1,,Project Course,TBS,See Dept,OEVI, 0N32, 
3698101,OP,OEVI 0N33 ,D2,2016/Sep/07,2016/Dec/06,PRO ,1,,Project Course,TBS,See Dept,OEVI, 0N33, 
3699101,OP,OEVI 0N33 ,D3,2017/Jan/09,2017/Apr/07,PRO ,1,,Project Course,TBS,See Dept,OEVI, 0N33, 
3700101,OP,OEVI 0N34 ,D2,2016/Sep/07,2016/Dec/06,PRO ,1,,Project Course,TBS,See Dept,OEVI, 0N34, 
3701101,OP,OEVI 0N34 ,D3,2017/Jan/09,2017/Apr/07,PRO ,1,,Project Course,TBS,See Dept,OEVI, 0N34, 
3702101,OP,OEVI 0N35 ,D2,2016/Sep/07,2016/Dec/06,PRO ,1,,Project Course,TBS,See Dept,OEVI, 0N35, 
3703101,OP,OEVI 0N35 ,D3,2017/Jan/09,2017/Apr/07,PRO ,1,,Project Course,TBS,See Dept,OEVI, 0N35, 
3704101,,OEVI 1P20 ,D2,2016/Sep/07,2016/Dec/06,LEC,1, R,800 -1000,AS203,"Pistor,Marc",OEVI, 1P20, 
3704401,,OEVI 1P20 ,D2,2016/Sep/07,2016/Dec/06,LAB1,1,M ,1900-2100,IH306,,OEVI, 1P20, 
3704402,,OEVI 1P20 ,D2,2016/Sep/07,2016/Dec/06,LAB2,1, T,1400-1600,IH306,,OEVI, 1P20, 
3704403,,OEVI 1P20 ,D2,2016/Sep/07,2016/Dec/06,LAB3,1, T,1900-2100,IH306,,OEVI, 1P20, 
3704404,,OEVI 1P20 ,D2,2016/Sep/07,2016/Dec/06,LAB4,1,W ,1400-1600,IH306,,OEVI, 1P20, 
3704405,,OEVI 1P20 ,D2,2016/Sep/07,2016/Dec/06,LAB5,1,W ,1900-2100,IH306,,OEVI, 1P20, 
3704406,a,OEVI 1P20 ,D2,2016/Sep/07,2016/Dec/06,LAB6,1, R,1900-2100,IH306,,OEVI, 1P20, 
3715101,"BH,BX",OEVI 2P45 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,M W F ,1000-1100,MCC401,"Reynolds, Andrew G",OEVI, 2P45, 
3715401,,OEVI 2P45 ,D3,2017/Jan/09,2017/Apr/07,LAB1,1,W ,1400-1700,IH309,,OEVI, 2P45, 
3716101,"BH,BX,qy",OEVI 2P99 ,D2,2016/Sep/07,2016/Dec/06,LEC,1, T RF ,1100-1200,"WH204 , PL409 ","Reynolds, Andrew G",OEVI, 2P99, 
3716401,,OEVI 2P99 ,D2,2016/Sep/07,2016/Dec/06,LAB1,1,W ,1400-1700,MCH318,,OEVI, 2P99, 
2672101,,OEVI 3P14 ,D3,2017/Jan/09,2017/Apr/07,LEC,1, T,1000-1200,TH258,"Dagesse, Daryl",OEVI, 3P14, 
2671401,,OEVI 3P14 ,D3,2017/Jan/09,2017/Apr/07,LAB1,1, T,1400-1700,MCD211,,OEVI, 3P14, 
2671402,,OEVI 3P14 ,D3,2017/Jan/09,2017/Apr/07,LAB2,1,M ,1100-1400,MCD211,,OEVI, 3P14, 
3717101,"BH,BX",OEVI 3P21 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,F ,1100-1400,TH254,"Pistor,Marc",OEVI, 3P21, 
3717401,,OEVI 3P21 ,D3,2017/Jan/09,2017/Apr/07,LAB1,1,F ,1500-1800,IH309,,OEVI, 3P21, 
3718101,"BH,BX",OEVI 3P25 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,M W ,930 -1100,TH240,"Inglis, Debbie",OEVI, 3P25, 
3718401,,OEVI 3P25 ,D2,2016/Sep/07,2016/Dec/06,LAB1,1, R,1400-1700,IH309,,OEVI, 3P25, 
3718402,a,OEVI 3P25 ,D2,2016/Sep/07,2016/Dec/06,LAB2,1,F ,1400-1700,IH309,,OEVI, 3P25, 
3721101,"BH,BX",OEVI 3P98 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,W F ,800 -930 ,TH241,"Inglis, Debbie",OEVI, 3P98, 
3721401,,OEVI 3P98 ,D3,2017/Jan/09,2017/Apr/07,LAB1,1, R,1400-1700,IH309,,OEVI, 3P98, 
3721402,a,OEVI 3P98 ,D3,2017/Jan/09,2017/Apr/07,LAB2,1,F ,1400-1700,IH309,,OEVI, 3P98, 
3722101,DE,OEVI 4F90 ,D1,2016/Sep/07,2017/Apr/07,PRO ,1,,Project Course,TBS,See Dept,OEVI, 4F90, 
3723101,DE,OEVI 4F90 ,D4,2017/Jan/09,2017/Aug/31,PRO ,1,,Project Course,TBS,See Dept,OEVI, 4F90, 
3724101,DE,OEVI 4F91 ,D1,2016/Sep/07,2017/Apr/07,PRO ,1,,Project Course,TBS,See Dept,OEVI, 4F91, 
3725101,DE,OEVI 4F91 ,D4,2017/Jan/09,2017/Aug/31,PRO ,1,,Project Course,TBS,See Dept,OEVI, 4F91, 
3726101,DH,OEVI 4F92 ,D1,2016/Sep/07,2017/Apr/07,PRO ,1,,Project Course,TBS,See Dept,OEVI, 4F92, 
3727101,DH,OEVI 4F92 ,D4,2017/Jan/09,2017/Aug/31,PRO ,1,,Project Course,TBS,See Dept,OEVI, 4F92, 
3728101,"BH,BX",OEVI 4P20 ,D2,2016/Sep/07,2016/Dec/06,LEC,1, T,1400-1700,TH254,"Botezatu,Andreea",OEVI, 4P20, 
3728401,,OEVI 4P20 ,D2,2016/Sep/07,2016/Dec/06,LAB1,1,F ,1400-1700,IH306,,OEVI, 4P20, 
3729101,"BJ,BX",OEVI 4P92 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,W ,1900-2200,TA405,"Cullen, Carman W",OEVI, 4P92, 
3731101,PY,OPER 2P51 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,M ,1900-2200,AS203,"Sproule,S",OPER, 2P51, 
3732101,"EL,IM",OPER 2P91 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,M ,1900-2200,AS215,"Kaciak,Eugene",OPER, 2P91, 
3734103,"EL,IM",OPER 2P91 ,D2,2016/Sep/07,2016/Dec/06,LEC,3,MR,1530-1700,AS201,"Kaciak,Eugene",OPER, 2P91, 
3736105,"EL,IM",OPER 2P91 ,D2,2016/Sep/07,2016/Dec/06,LEC,5,M W ,930 -1100,AS201,"Yoogalingam,Reena",OPER, 2P91, 
3737106,"EL,IM",OPER 2P91 ,D2,2016/Sep/07,2016/Dec/06,LEC,6,W ,1900-2200,TA303,"Kusy,Martin",OPER, 2P91, 
3738107,"EL,IM",OPER 2P91 ,D2,2016/Sep/07,2016/Dec/06,LEC,7, T R,930 -1100,TH258,"Yoogalingam,Reena",OPER, 2P91, 
3739101,"ER,IM",OPER 2P91 ,D3,2017/Jan/09,2017/Apr/07,LEC,1, T R,930 -1100,AS216,Tba,OPER, 2P91, 
3740102,"ER,IM",OPER 2P91 ,D3,2017/Jan/09,2017/Apr/07,LEC,2, R,1230-1400,TA303,"Sproule,S",OPER, 2P91, 
0,"ER,IM",OPER 2P91 ,D3,2017/Jan/09,2017/Apr/07,LEC2,2,M ,1400-1530,TA303,"Sproule,S",OPER, 2P91, 
3741103,"ER,IM",OPER 2P91 ,D3,2017/Jan/09,2017/Apr/07,LEC,3, T R,800 -930 ,TA303 ,Tba,OPER, 2P91, 
3742104,"ER,IM",OPER 2P91 ,D3,2017/Jan/09,2017/Apr/07,LEC,4,W ,1700-2000,TH258,"Sproule,S",OPER, 2P91, 
3743105,"ER,IM",OPER 2P91 ,D3,2017/Jan/09,2017/Apr/07,LEC,5, R,1900-2200,TA303,"Sproule,S",OPER, 2P91, 
3744106,"ER,IM,a",OPER 2P91 ,D3,2017/Jan/09,2017/Apr/07,LEC,6,M ,1700-2000,TH244,Opertba1,OPER, 2P91, 
3745107,"ER,IM",OPER 2P91 ,D3,2017/Jan/09,2017/Apr/07,LEC,7, T,1900-2200,TH258,"Sproule,S",OPER, 2P91, 
3746101,BH,OPER 3P92 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,F ,930 -1100,TA307 ,"Klassen, Kenneth",OPER, 3P92, 
0,BH,OPER 3P92 ,D2,2016/Sep/07,2016/Dec/06,LEC2,1, T,1100-1230,TA307 ,"Klassen, Kenneth",OPER, 3P92, 
3747101,"BH,a",OPER 3P92 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,F ,1230-1400,TA307,Opertba1,OPER, 3P92, 
0,"BH,a",OPER 3P92 ,D3,2017/Jan/09,2017/Apr/07,LEC2,1,W ,1400-1530,TA307,Opertba1,OPER, 3P92, 
3748101,BH,OPER 3P93 ,D2,2016/Sep/07,2016/Dec/06,LEC,1, T R,800 -930 ,TA405,"Armstrong,Michael",OPER, 3P93, 
3749101,BH,OPER 3P94 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,F ,1400-1530,TA309,"Armstrong,Michael",OPER, 3P94, 
0,BH,OPER 3P94 ,D3,2017/Jan/09,2017/Apr/07,LEC2,1,W ,1530-1700,TA309,"Armstrong,Michael",OPER, 3P94, 
3750101,BH,OPER 4P26 ,D2,2016/Sep/07,2016/Dec/06,LEC,1, R,1000-1300,AS201,"Cho, Danny",OPER, 4P26, 
3752101,BH,OPER 4P31 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,M ,1000-1300,MCJ201,"Yoogalingam,Reena",OPER, 4P31, 
3753101,BH,OPER 4P41 ,D2,2016/Sep/07,2016/Dec/06,LEC,1, T R,1400-1530,PL409,"Kusy,Martin",OPER, 4P41, 
3754101,DB,OPER 4P91 ,D2,2016/Sep/07,2016/Dec/06,PRO ,1,,Project Course,TBS,See Dept,OPER, 4P91, 
3755101,DB,OPER 4P91 ,D3,2017/Jan/09,2017/Apr/07,PRO ,1,,Project Course,TBS,See Dept,OPER, 4P91, 
3492101,,PCUL 1F00 ,D1,2016/Sep/07,2017/Apr/07,LEC,1, R,1900-2200,TH247,"Bruce,Ryan",PCUL, 1F00, 
1970101,FA,PCUL 2F00 ,D1,2016/Sep/07,2017/Apr/07,WWW ,1,,Online Course,TBS,"Kennedy, Tracy",PCUL, 2F00, 
2653101,,PCUL 2P06 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,M ,1700-1900,AS202,"MacKintosh, Phillip",PCUL, 2P06, 
2652201,a,PCUL 2P06 ,D3,2017/Jan/09,2017/Apr/07,SEM1,1,M ,900 -1000,MCC405,,PCUL, 2P06, 
2652202,a,PCUL 2P06 ,D3,2017/Jan/09,2017/Apr/07,SEM2,1,F ,1100-1200,MCC405,,PCUL, 2P06, 
2652203,,PCUL 2P06 ,D3,2017/Jan/09,2017/Apr/07,SEM3,1,W ,1300-1400,MCC407,,PCUL, 2P06, 
2652204,,PCUL 2P06 ,D3,2017/Jan/09,2017/Apr/07,SEM4,1, R,900 -1000,MCG310,,PCUL, 2P06, 
2652205,,PCUL 2P06 ,D3,2017/Jan/09,2017/Apr/07,SEM5,1,W ,900 -1000,MCD301,,PCUL, 2P06, 
2652206,,PCUL 2P06 ,D3,2017/Jan/09,2017/Apr/07,SEM6,1,F ,1200-1300,MCC405,,PCUL, 2P06, 
2652207,,PCUL 2P06 ,D3,2017/Jan/09,2017/Apr/07,SEM7,1, T,900 -1000,MCD303,,PCUL, 2P06, 
1973101,EM,PCUL 2P15 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,M W ,1300-1400,AS203 ,"Johnston, Russell",PCUL, 2P15, 
1972201,,PCUL 2P15 ,D2,2016/Sep/07,2016/Dec/06,SEM1,1,F ,1400-1600,MCC404,,PCUL, 2P15, 
1972202,,PCUL 2P15 ,D2,2016/Sep/07,2016/Dec/06,SEM2,1,F ,1400-1600,MCC403,,PCUL, 2P15, 
1972203,,PCUL 2P15 ,D2,2016/Sep/07,2016/Dec/06,SEM3,1,F ,1400-1600,MCC401,,PCUL, 2P15, 
1972204,,PCUL 2P15 ,D2,2016/Sep/07,2016/Dec/06,SEM4,1,M ,1400-1600,MCC400,,PCUL, 2P15, 
1972205,,PCUL 2P15 ,D2,2016/Sep/07,2016/Dec/06,SEM5,1,F ,1000-1200,MCC401,,PCUL, 2P15, 
1972206,,PCUL 2P15 ,D2,2016/Sep/07,2016/Dec/06,SEM6,1,W ,1000-1200,TH315,,PCUL, 2P15, 
1972207,,PCUL 2P15 ,D2,2016/Sep/07,2016/Dec/06,SEM7,1,W ,1500-1700,TH315,,PCUL, 2P15, 
1972208,,PCUL 2P15 ,D2,2016/Sep/07,2016/Dec/06,SEM8,1, T,900 -1100,TH315,,PCUL, 2P15, 
1972209,,PCUL 2P15 ,D2,2016/Sep/07,2016/Dec/06,SEM9,1, R,1500-1700,TH307,,PCUL, 2P15, 
1972210,,PCUL 2P15 ,D2,2016/Sep/07,2016/Dec/06,SEM 10,1, R,1400-1600,TH315,,PCUL, 2P15, 
4509101,UK,PCUL 2P18 ,D2,2016/Sep/07,2016/Dec/06,LEC,1, T,1900-2200,EA102,"MacLeod,Meredith",PCUL, 2P18, 
3758101,UK,PCUL 2P20 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,M ,1000-1200,TH325,"Baxter-Moore, Nicolas",PCUL, 2P20, 
3758401,,PCUL 2P20 ,D2,2016/Sep/07,2016/Dec/06,LAB1,1,M ,1200-1300,TH325,,PCUL, 2P20, 
3758201,,PCUL 2P20 ,D2,2016/Sep/07,2016/Dec/06,SEM1,1,W ,1000-1100,TH141 ,,PCUL, 2P20, 
3758202,,PCUL 2P20 ,D2,2016/Sep/07,2016/Dec/06,SEM2,1,M ,1600-1700,TH315,,PCUL, 2P20, 
3758203,,PCUL 2P20 ,D2,2016/Sep/07,2016/Dec/06,SEM3,1, T,1200-1300,TH307,,PCUL, 2P20, 
3758204,,PCUL 2P20 ,D2,2016/Sep/07,2016/Dec/06,SEM4,1,W ,1400-1500,TH315,,PCUL, 2P20, 
3758205,,PCUL 2P20 ,D2,2016/Sep/07,2016/Dec/06,SEM5,1,F ,1600-1700,TH307,,PCUL, 2P20, 
3758206,,PCUL 2P20 ,D2,2016/Sep/07,2016/Dec/06,SEM6,1,M ,900 -1000,TH141 ,,PCUL, 2P20, 
3758207,,PCUL 2P20 ,D2,2016/Sep/07,2016/Dec/06,SEM7,1,M ,1400-1500,TH307,,PCUL, 2P20, 
3758208,,PCUL 2P20 ,D2,2016/Sep/07,2016/Dec/06,SEM8,1, R,1100-1200,TH307,,PCUL, 2P20, 
3758209,,PCUL 2P20 ,D2,2016/Sep/07,2016/Dec/06,SEM9,1, R,1000-1100,TH307,,PCUL, 2P20, 
3758210,,PCUL 2P20 ,D2,2016/Sep/07,2016/Dec/06,SEM 10,1,W ,900 -1000,TH315,,PCUL, 2P20, 
3758211,,PCUL 2P20 ,D2,2016/Sep/07,2016/Dec/06,SEM 11,1,W ,1200-1300,TH141 ,,PCUL, 2P20, 
3758212,,PCUL 2P20 ,D2,2016/Sep/07,2016/Dec/06,SEM 12,1,M ,800 -900 ,TH307,,PCUL, 2P20, 
3758213,,PCUL 2P20 ,D2,2016/Sep/07,2016/Dec/06,SEM 13,1,W ,1600-1700,TH307,,PCUL, 2P20, 
3759101,"EN,IW",PCUL 2P21 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,M ,900 -1100,AS215,"Posen,Sara",PCUL, 2P21, 
3759401,,PCUL 2P21 ,D3,2017/Jan/09,2017/Apr/07,LAB1,1,M ,1100-1200,AS215,,PCUL, 2P21, 
3759201,,PCUL 2P21 ,D3,2017/Jan/09,2017/Apr/07,SEM1,1, T,1200-1300,TH307,,PCUL, 2P21, 
3759202,,PCUL 2P21 ,D3,2017/Jan/09,2017/Apr/07,SEM2,1, R,1000-1100,TH307,,PCUL, 2P21, 
3759203,,PCUL 2P21 ,D3,2017/Jan/09,2017/Apr/07,SEM3,1, R,800 -900 ,TH307,,PCUL, 2P21, 
1975101,,PCUL 2P26 ,D2,2016/Sep/07,2016/Dec/06,LEC,1, T,1200-1500,TH255,"Smith,Karen",PCUL, 2P26, 
3762101,,PCUL 2P30 ,D2,2016/Sep/07,2016/Dec/06,LEC,1,F ,1200-1400,WH202,"Gillespie, Greg E",PCUL, 2P30, 
3762201,,PCUL 2P30 ,D2,2016/Sep/07,2016/Dec/06,SEM1,1, T,1000-1100,TH307,,PCUL, 2P30, 
3762202,,PCUL 2P30 ,D2,2016/Sep/07,2016/Dec/06,SEM2,1, R,1200-1300,TH307,,PCUL, 2P30, 
2484101,,PCUL 2P56 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,M W ,1300-1400,AS215,"McDonald,Terrance",PCUL, 2P56, 
2482401,,PCUL 2P56 ,D3,2017/Jan/09,2017/Apr/07,LAB1,1,W ,1100-1300,AS215,,PCUL, 2P56, 
2482201,,PCUL 2P56 ,D3,2017/Jan/09,2017/Apr/07,SEM1,1, T,800 -900 ,TH141 ,,PCUL, 2P56, 
2482202,,PCUL 2P56 ,D3,2017/Jan/09,2017/Apr/07,SEM2,1, R,1600-1700,ST109,,PCUL, 2P56, 
2482203,,PCUL 2P56 ,D3,2017/Jan/09,2017/Apr/07,SEM3,1, T,1600-1700,ST109,,PCUL, 2P56, 
3763101,"EN,IW",PCUL 2P70 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,W F ,1500-1600,AS202,"Wiebe,Laura M",PCUL, 2P70, 
3763401,,PCUL 2P70 ,D3,2017/Jan/09,2017/Apr/07,LAB1,1,F ,1600-1700,AS202,,PCUL, 2P70, 
3763201,,PCUL 2P70 ,D3,2017/Jan/09,2017/Apr/07,SEM1,1,F ,1400-1500,TH307,,PCUL, 2P70, 
3763202,,PCUL 2P70 ,D3,2017/Jan/09,2017/Apr/07,SEM2,1,F ,800 -900 ,TH307,,PCUL, 2P70, 
3763203,,PCUL 2P70 ,D3,2017/Jan/09,2017/Apr/07,SEM3,1,W ,1400-1500,TH307,,PCUL, 2P70, 
3763204,,PCUL 2P70 ,D3,2017/Jan/09,2017/Apr/07,SEM4,1, T,1600-1700,TH149 ,,PCUL, 2P70, 
3763205,,PCUL 2P70 ,D3,2017/Jan/09,2017/Apr/07,SEM5,1, T,1500-1600,TH149 ,,PCUL, 2P70, 
1979101,,PCUL 2P91 ,D2,2016/Sep/07,2016/Dec/06,LEC,1, R,1200-1400,AS216,"Smith,Karen",PCUL, 2P91, 
1977201,,PCUL 2P91 ,D2,2016/Sep/07,2016/Dec/06,SEM1,1,M ,1200-1300,TH307,,PCUL, 2P91, 
1977202,,PCUL 2P91 ,D2,2016/Sep/07,2016/Dec/06,SEM2,1, T,800 -900 ,TH307,,PCUL, 2P91, 
1977203,,PCUL 2P91 ,D2,2016/Sep/07,2016/Dec/06,SEM3,1,W ,1200-1300,TH307,,PCUL, 2P91, 
1977204,,PCUL 2P91 ,D2,2016/Sep/07,2016/Dec/06,SEM4,1,W ,900 -1000,TH307,,PCUL, 2P91, 
3770101,BH,PCUL 2P93 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,MR,1500-1600,AS215,"Wiebe,Laura M",PCUL, 2P93, 
3770401,,PCUL 2P93 ,D3,2017/Jan/09,2017/Apr/07,LAB1,1, R,1600-1700,AS215,,PCUL, 2P93, 
3770201,,PCUL 2P93 ,D3,2017/Jan/09,2017/Apr/07,SEM1,1,M ,800 -900 ,TH307,,PCUL, 2P93, 
3770202,,PCUL 2P93 ,D3,2017/Jan/09,2017/Apr/07,SEM2,1,M ,1100-1200,TH307,,PCUL, 2P93, 
3770203,,PCUL 2P93 ,D3,2017/Jan/09,2017/Apr/07,SEM3,1, T,1000-1100,TH307,,PCUL, 2P93, 
3770204,,PCUL 2P93 ,D3,2017/Jan/09,2017/Apr/07,SEM4,1,W ,800 -900 ,TH307,,PCUL, 2P93, 
2488101,,PCUL 2P94 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,M W ,1600-1700,AS217 ,"Sully, Justin",PCUL, 2P94, 
2486401,,PCUL 2P94 ,D3,2017/Jan/09,2017/Apr/07,LAB1,1,W ,1700-1900,AS217 ,,PCUL, 2P94, 
2486201,,PCUL 2P94 ,D3,2017/Jan/09,2017/Apr/07,SEM1,1,M ,1400-1500,TH141 ,,PCUL, 2P94, 
2486202,,PCUL 2P94 ,D3,2017/Jan/09,2017/Apr/07,SEM2,1,M ,800 -900 ,TH141 ,,PCUL, 2P94, 
2486203,,PCUL 2P94 ,D3,2017/Jan/09,2017/Apr/07,SEM3,1, T,1400-1500,TH141 ,,PCUL, 2P94, 
2486204,,PCUL 2P94 ,D3,2017/Jan/09,2017/Apr/07,SEM4,1, T,1300-1400,TH141 ,,PCUL, 2P94, 
1981101,UK,PCUL 2P98 ,D3,2017/Jan/09,2017/Apr/07,LEC,1,M F ,1200-1300,TH247,"Johnston, Russell",PCUL, 2P98, 
1980201,,PCUL 2P98 ,D3,2017/Jan/09,2017/Apr/07,SEM1,1,M ,1400-1500,TH307,,PCUL, 2P98, 
1980202,,PCUL 2P98 ,D3,2017/Jan/09,2017/Apr/07,SEM2,1,M ,1500-1600,TH141 ,,PCUL, 2P98, 
1980203,,PCUL 2P98 ,D3,2017/Jan/09,2017/Apr/07,SEM3,1, R,1300-1400,TH307,,PCUL, 2P98, 
1980204,,PCUL 2P98 ,D3,2017/Jan/09,2017/Apr/07,SEM4,1, R,1200-1300,TH307,,PCUL, 2P98, 
1980205,,PCUL 2P98 ,D3,2017/Jan/09,2017/Apr/07,SEM5,1,W ,1000-1100,TH307,,PCUL, 2P98, 
1980206,,PCUL 2P98 ,D3,2017/Jan/09,2017/Apr/07,SEM6,1, T,1400-1500,TH307,,PCUL, 2P98, 
1980207,,PCUL 2P98 ,D3,2017/Jan/09,2017/Apr/07,SEM7,1,M ,1300-1400,TH307,,PCUL, 2P98, 
1980208,,PCUL 2P98 ,D3,2017/Jan/09,2017/Apr/07,SEM8,1, R,900 -1000,TH307,,PCUL, 2P98, 
1980209,,PCUL 2P98 ,D3,2017/Jan/09,2017/Apr/07,SEM9,1, T,800 -900 ,TH307,,PCUL, 2P98, 
1980210,,PCUL 2P98 ,D3,2017/Jan/09,2017/Apr/07,SEM 10,1, T,900 -1000,TH307,,PCUL, 2P98, 
1980211,,PCUL 2P98 ,D3,2017/Jan/09,2017/Apr/07,SEM 11,1, R,1100-1200,TH307,,PCUL, 2P98, 
1980212,,PCUL 2P98 ,D3,2017/Jan/09,2017/Apr/07,SEM 12,1,W ,1600-1700,TH141 ,,PCUL, 2P98, 
1980213,,PCUL 2P98 ,D3,2017/Jan/09,2017/Apr/07,SEM 13,1,W ,1200-1300,TH307,,PCUL, 2P98, 
3771101,"DB,a",PCUL 3P01 ,D2,2016/Sep/07,2016/Dec/06,PRO ,1,,Project Course,TBS,See Dept,PCUL, 3P01, 
3772101,"DB,a",PCUL 3P01 ,D3,2017/Jan/09,2017/Apr/07,PRO ,1,,Project Course,TBS,See Dept,PCUL, 3P01, 
3188101,FD,PCUL 3P06 ,D3,2017/Jan/09,2017/Apr/07,LEC,1, R,1200-1400,TH244,Labrtba3,PCUL, 3P06, 
3187201,,PCUL 3P06 ,D3,2017/Jan/09,2017/Apr/07,SEM1,1, T,1000-1100,MCD301,,PCUL, 3P06, 
3187202,,PCUL 3P06 ,D3,2017/Jan/09,2017/Apr/07,SEM2,1, R,1000-1100,TH149,,PCUL, 3P06, 
3187203,,PCUL 3P06 ,D3,2017/Jan/09,2017/Apr/07,SEM3,1,M ,1300-1400,MCG310,,PCUL, 3P06, 
